Business_Week,Silver_Change,Silver_Settle,Silver_Volume,Silver_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2006-12-06, 2006-12-12]",0.0,13.771599999999998,127.0,844.4,2006-12-12,139533.0,4379.0,41213.0,11932.0,52882.0,0.0,108.896875,44313.6,2245432.8,0.56,82.97,6064.4,,45323.2,-0.0995,7.056699999999999,82.4,,1552.6
"[2006-12-13, 2006-12-19]",0.0,13.0614,137.0,476.0,2006-12-19,133716.0,4873.0,28303.0,13493.0,49630.0,0.0,108.346875,14641.8,2256095.0,1.238,83.9032,1960.0,,43780.0,0.009500000000000001,6.990899999999999,80.4,,1239.6
"[2006-12-20, 2006-12-26]",0.0,12.494749999999998,92.75,127.25,2006-12-26,127538.0,4861.0,26658.0,13076.0,47598.0,0.0,108.3671875,484666.25,2187903.25,0.57,83.737,653.75,,23270.0,0.048,7.072333333333333,278.3333333333333,,1495.3333333333333
"[2006-12-27, 2007-01-02]",0.0,12.929499999999999,888.0,15202.0,2007-01-03,130632.0,6108.0,26342.0,14951.0,46923.0,0.0,107.6328125,393302.5,2200475.75,-0.8500000000000001,83.4125,2102.5,,28215.25,-0.165,7.059125,275.0,,1767.0
"[2007-01-03, 2007-01-09]",0.0,12.435,97.4,130.6,2007-01-09,129245.0,5363.0,27557.0,14035.0,44620.0,0.0,107.8625,943248.6,2299049.0,1.5499999999999998,84.212,3493.8,,27407.2,0.4245,7.2426,270.2,,2902.4
"[2007-01-10, 2007-01-16]",0.0,12.609,311.0,11487.0,2007-01-16,128950.0,4997.0,27159.0,14743.0,44061.0,0.0,107.34375,1046754.0,2324793.5,0.32999999999999996,84.87,2522.8,,23334.2,-0.107,7.301699999999999,218.0,,2586.8
"[2007-01-17, 2007-01-23]",0.0,12.876,63.2,110.8,2007-01-23,138587.0,4859.0,29390.0,17406.0,48624.0,0.0,107.0625,991336.2,2350175.8,-0.37,84.69800000000001,1315.6,,20899.8,-0.11299999999999999,7.1964,168.6,,2124.4
"[2007-01-24, 2007-01-30]",0.0,13.306000000000001,1798.0,51938.2,2007-01-30,141480.0,5416.0,32980.0,16869.0,50715.0,0.0,106.53125,946069.8,2400544.6,0.38,84.92,2343.2,,22028.0,0.1875,7.3113,111.0,,2266.4
"[2007-01-31, 2007-02-06]",0.0,13.578,12811.4,127760.8,2007-02-06,147958.0,5825.0,35687.0,17917.0,52694.0,0.0,106.825,1225563.6,2419841.4,-0.22,84.648,3528.6,,23883.4,-0.14400000000000002,7.2321,181.0,,2843.4
"[2007-02-07, 2007-02-13]",0.0,13.791,13239.8,120929.8,2007-02-13,157834.0,6495.0,39606.0,18807.0,55162.0,0.0,107.06875,1011607.6,2414897.4,-0.04999999999999999,84.69800000000001,2492.0,,24435.6,0.07000000000000002,7.2441,266.0,,3753.8
"[2007-02-14, 2007-02-20]",0.0,13.984,11131.0,105209.4,2007-02-20,160547.0,7023.0,41650.0,18770.0,55861.0,0.0,107.5390625,1136114.75,2346413.0,-0.51,84.018,3436.4,,28651.0,-0.118,7.178400000000001,277.6,,6080.6
"[2007-02-21, 2007-02-27]",0.0,14.393,22551.4,41659.2,2007-02-27,154686.0,5743.0,50800.0,16633.0,63511.0,0.0,107.88125,1771206.0,2324057.0,-0.7,83.90799999999999,4422.0,,31090.4,0.098,7.127199999999999,601.8,,6058.4
"[2007-02-28, 2007-03-06]",0.0,13.248000000000001,412.6,2396.2,2007-03-06,140844.0,6673.0,29780.0,17013.0,52865.0,0.0,108.7125,309321.4,2198797.0,0.63,83.77000000000001,2923.0,,32517.8,0.1635,7.3723,1149.6,,4244.4
"[2007-03-07, 2007-03-13]",0.0,12.975,33.2,861.0,2007-03-13,137688.0,6658.0,24424.0,18159.0,49700.0,0.0,108.7875,42642.0,2187792.6,-0.29,83.914,5946.2,,32450.4,0.066,7.3997,210.6,,1199.2
"[2007-03-14, 2007-03-20]",0.0,13.0668,58.2,592.6,2007-03-20,140501.0,6434.0,23024.0,18147.0,49497.0,0.0,108.8,9216.0,2278135.4,-0.422,83.41319999999999,1464.4,,36208.4,-0.04300000000000001,7.4445,85.0,,980.4
"[2007-03-21, 2007-03-27]",0.0,13.3536,44.2,423.2,2007-03-27,136408.0,6226.0,23048.0,15341.0,49290.0,0.0,108.48125,794826.8,2353691.2,0.22999999999999998,82.9256,1046.6,,23293.4,0.066,7.331625,492.5,,2582.25
"[2007-03-28, 2007-04-03]",0.0,13.3316,17.2,46.6,2007-04-03,137916.0,7597.0,24389.0,12530.0,45254.0,0.0,108.18125,1181975.8,2497935.4,0.18999999999999997,82.752,1828.4,,29227.4,-0.07050000000000001,7.3359999999999985,395.0,,1978.2
"[2007-04-04, 2007-04-10]",0.0,13.7326,2157.6,11774.2,2007-04-10,147885.0,8113.0,28073.0,12779.0,48949.0,0.0,107.70625,619943.8,2528609.6,-0.43000000000000005,82.657,1502.0,,30733.4,-0.0515,7.192100000000001,362.0,,2066.8
"[2007-04-11, 2007-04-17]",0.0,13.953999999999999,1.2,86.8,2007-04-17,153283.0,8138.0,31232.0,12133.0,51263.0,0.0,107.51875,935641.6,2591790.6,-0.8500000000000001,82.00500000000001,1785.4,,32081.2,-0.09050000000000001,7.1858,180.4,,2776.0
"[2007-04-18, 2007-04-24]",0.0,13.881,91.2,275.8,2007-04-24,154004.0,8992.0,32402.0,12721.0,52707.0,0.0,108.1,890982.2,2592685.0,-0.27,81.47,3010.2,,35799.0,-0.0365,7.084300000000001,99.6,,2867.2
"[2007-04-25, 2007-05-01]",0.0,13.453399999999998,5537.0,4267.6,2007-05-01,132297.0,10874.0,28294.0,8861.0,46085.0,0.0,108.1,1042064.2,2677620.0,0.06999999999999999,81.38,2173.2,,40599.6,-0.003500000000000003,7.0471,403.8,,3215.8
"[2007-05-02, 2007-05-08]",0.0,13.415000000000001,116.6,576.0,2007-05-08,132804.0,11489.0,26632.0,9436.0,44564.0,0.0,108.18125,924829.2,2749531.6,0.38,81.676,2823.2,,39158.8,-0.1305,6.9714,247.8,,4548.8
"[2007-05-09, 2007-05-15]",0.0,13.169999999999998,52.0,25170.8,2007-05-15,132019.0,11396.0,26061.0,8860.0,44506.0,0.0,107.925,1177334.2,2824452.4,-0.15000000000000002,81.94399999999999,2200.8,,34880.2,0.004500000000000005,6.970299999999999,189.8,,5092.2
"[2007-05-16, 2007-05-22]",0.0,12.931000000000001,22.0,23305.0,2007-05-22,133402.0,13565.0,24034.0,8330.0,40846.0,0.0,107.23125,1182842.8,2982278.2,0.65,82.19200000000001,1938.0,,32502.0,0.1285,7.0331,198.6,,5121.8
"[2007-05-23, 2007-05-29]",0.0,13.021600000000001,4757.8,83011.2,2007-05-29,134942.0,13275.0,25800.0,8034.0,42985.0,0.0,106.640625,1710798.75,3028935.25,-0.07,82.2675,1051.5,,30841.25,0.111,7.142875,625.5,,5759.75
"[2007-05-30, 2007-06-05]",0.0,13.6,13854.6,117126.8,2007-06-05,141695.0,10507.0,29876.0,7596.0,45212.0,0.0,106.16875,662500.4,2817720.0,-0.38,82.15,3872.6,,29797.0,0.012499999999999997,7.1544,424.0,,4669.6
"[2007-06-06, 2007-06-12]",0.0,13.334999999999999,24810.8,108593.6,2007-06-12,144674.0,11645.0,28468.0,7550.0,44640.0,0.0,105.21875,50363.0,2842152.6,1.03,82.484,5442.2,,29338.0,0.04000000000000001,7.242,380.8,,2542.4
"[2007-06-13, 2007-06-19]",0.0,13.225999999999999,17540.4,65645.8,2007-06-19,151279.0,9844.0,28425.0,8186.0,49120.0,0.0,104.975,16148.6,2880196.0,-0.10599999999999998,82.9176,1688.4,,24835.0,-0.133,7.1501,55.4,,1757.8
"[2007-06-20, 2007-06-26]",0.0,12.911000000000001,24791.2,45009.8,2007-06-26,143650.0,12207.0,24368.0,10213.0,45736.0,0.0,105.13125,1119014.0,2843627.2,-0.22,82.30879999999999,3274.8,,17014.8,0.021500000000000002,7.21025,59.0,,1669.75
"[2007-06-27, 2007-07-03]",0.0,12.428,23184.6,9156.0,2007-07-03,141312.0,14890.0,24411.0,10840.0,42257.0,0.0,105.59375,1096746.8,2793119.6,-0.8499999999999999,81.64399999999999,5198.8,,25822.6,-0.2185,7.114600000000001,286.6,,1772.0
"[2007-07-04, 2007-07-10]",0.0,12.690999999999999,2414.0,14645.4,2007-07-10,141360.0,13410.0,24498.0,9594.0,44406.0,0.0,105.0078125,1351845.5,2867959.75,-0.5500000000000002,81.132,3804.4,,36680.2,0.03550000000000001,7.0545,279.8,,3766.0
"[2007-07-11, 2007-07-17]",0.0,12.971,82.4,38717.4,2007-07-17,140322.0,10753.0,24464.0,9899.0,46142.0,0.0,105.3375,1432070.8,2900734.8,-0.28,80.415,3091.6,,40766.2,-0.05450000000000001,7.046000000000001,89.0,,4297.0
"[2007-07-18, 2007-07-24]",0.0,13.281,87.4,63850.4,2007-07-24,147323.0,9053.0,29040.0,10010.0,50435.0,0.0,106.075,1360366.6,2849855.6,-0.43999999999999995,80.164,2275.8,,44601.0,-0.115,6.928,209.0,,4383.4
"[2007-07-25, 2007-07-31]",0.0,12.904,6751.4,88363.8,2007-07-31,143544.0,10331.0,24733.0,11707.0,47207.0,0.0,107.2375,2018819.8,2897800.2,0.73,80.602,4497.6,,44833.0,0.2805,7.1185,710.6,,5145.8
"[2007-08-01, 2007-08-07]",0.0,13.048000000000002,16879.4,116412.6,2007-08-07,148151.0,9167.0,25617.0,13132.0,50121.0,0.0,107.6125,1535359.8,3038008.6,-0.29000000000000004,80.385,3796.0,,42629.6,-0.056,7.1447,336.4,,2157.6
"[2007-08-08, 2007-08-14]",0.0,12.87,23733.8,93217.0,2007-08-14,148045.0,8689.0,19632.0,14498.0,50312.0,0.0,107.43125,1542834.6,2979017.4,1.06,80.776,4698.4,,39074.2,0.247,7.217500000000001,89.4,,2068.0
"[2007-08-15, 2007-08-21]",0.0,11.818999999999999,26703.8,46574.6,2007-08-21,150179.0,12736.0,15978.0,15752.0,48208.0,0.0,108.70625,1473726.0,2879431.2,0.040000000000000036,81.53799999999998,4884.4,,29507.4,0.051000000000000004,7.4512,361.6,,3629.4
"[2007-08-22, 2007-08-28]",0.0,11.735,23684.2,32481.0,2007-08-28,135059.0,14069.0,14408.0,13630.0,44289.0,0.0,108.93125,1254852.8,2632942.8,-0.75,80.874,2563.0,,23399.4,-0.113,7.266,64.8,,3442.4
"[2007-08-29, 2007-09-04]",0.0,12.013,13057.4,6596.4,2007-09-04,132025.0,14283.0,14451.0,14232.0,42439.0,0.0,109.5703125,968494.0,2374718.75,0.13,80.752,1706.0,,23071.6,-0.0735,7.2047,230.4,,2222.0
"[2007-09-05, 2007-09-11]",0.0,12.471,185.2,591.4,2007-09-11,135725.0,14348.0,15637.0,13292.0,44209.0,0.0,110.66875,136531.2,2315799.2,-1.1800000000000002,80.08200000000001,7491.8,,29631.6,-0.05650000000000001,7.234,159.4,,2431.8
"[2007-09-12, 2007-09-18]",0.0,12.639,175.6,52581.2,2007-09-18,139669.0,12390.0,17086.0,14184.0,46764.0,0.0,110.2,36372.0,2237809.4,-0.01799999999999996,79.5488,1823.4,,37139.4,0.0,7.1654,62.6,,1988.0
"[2007-09-19, 2007-09-25]",0.0,13.347,88.8,59922.6,2007-09-25,149867.0,10734.0,26119.0,10601.0,52250.0,0.0,109.0625,916618.8,2233733.2,-0.995,78.64540000000001,3921.4,,31379.0,-0.10800000000000001,7.0973749999999995,99.5,,1987.5
"[2007-09-26, 2007-10-02]",0.0,13.657,17325.8,113717.4,2007-10-02,149720.0,11053.0,28024.0,9846.0,50916.0,0.0,109.334375,1036192.2,2295730.6,0.004999999999999949,78.056,3692.8,,40039.8,-0.05849999999999998,6.9763,145.2,,2466.0
"[2007-10-03, 2007-10-09]",0.0,13.4806,21918.0,118830.8,2007-10-09,153803.0,9842.0,29615.0,10836.0,54013.0,0.0,109.1328125,960335.25,2418316.5,0.21000000000000002,78.407,2763.8,,40226.6,-0.050500000000000024,6.9460999999999995,1062.4,,4550.2
"[2007-10-10, 2007-10-16]",0.0,13.813799999999997,19435.8,100820.4,2007-10-16,161068.0,9832.0,29383.0,12107.0,55767.0,0.0,108.65,1040803.2,2481128.8,-0.21999999999999997,78.135,2155.8,,40272.6,0.00849999999999998,6.8837,87.6,,5950.0
"[2007-10-17, 2007-10-23]",0.0,13.6786,26588.6,79748.4,2007-10-23,160043.0,9539.0,30300.0,12638.0,56042.0,0.0,110.2125,1332339.0,2543804.2,-0.665,77.696,3350.0,,40689.0,-0.191,6.8623,537.8,,7123.6
"[2007-10-24, 2007-10-30]",0.0,14.1066,24346.6,78423.8,2007-10-30,174092.0,9991.0,33498.0,13649.0,59145.0,0.0,110.76875,1061820.6,2551213.6,-0.795,77.05199999999999,2242.0,,40555.4,-0.1635,6.622199999999999,667.2,,6800.8
"[2007-10-31, 2007-11-06]",0.0,14.8005,30449.5,78317.0,2007-11-06,202422.0,9707.0,36994.0,18770.0,69089.0,0.0,110.8375,1553435.2,2589016.8,-0.7000000000000001,76.348,4494.6,,41621.0,-0.028499999999999998,6.5824,114.2,,5873.4
"[2007-11-07, 2007-11-13]",0.0,15.1514,49599.4,72191.0,2007-11-13,194623.0,9567.0,34548.0,18104.0,68225.0,0.0,111.625,1402540.75,2748469.25,-0.13,75.61399999999999,5809.2,,37786.2,0.18649999999999997,6.6744,184.4,,6190.0
"[2007-11-14, 2007-11-20]",0.0,14.5434,31300.4,58207.8,2007-11-20,193720.0,10216.0,32224.0,21438.0,69161.0,0.0,112.51875,1455558.0,2702162.0,-0.69,75.746,2390.4,,37288.0,0.016499999999999987,6.7483,555.2,,6611.4
"[2007-11-21, 2007-11-27]",0.0,14.6175,33552.75,44975.0,2007-11-27,179254.0,10169.0,28420.0,22015.0,66900.0,0.0,113.84765625,1542691.0,2630163.0,-0.13,75.03099999999999,2195.8,,37809.8,0.27749999999999997,6.922300000000002,316.8,,6095.2
"[2007-11-28, 2007-12-04]",0.0,14.182999999999998,21858.2,10792.2,2007-12-04,174713.0,9122.0,25903.0,23678.0,65366.0,0.0,114.115625,1042112.0,2597312.4,0.6450000000000001,75.71000000000001,3992.2,,37463.4,-0.19699999999999998,6.8526,195.2,,2032.0
"[2007-12-05, 2007-12-11]",0.0,14.480799999999999,406.2,568.4,2007-12-11,187510.0,8873.0,27982.0,26878.0,72339.0,0.0,113.95,87472.8,2499110.4,0.535,76.314,5028.4,,39180.4,-0.08549999999999999,6.7482,279.8,,1924.8
"[2007-12-12, 2007-12-18]",0.0,14.0786,69.2,32266.4,2007-12-18,184158.0,10795.0,23986.0,28824.0,68836.0,0.0,113.3125,22950.6,2349705.2,1.2049999999999998,77.023,7614.0,,49985.6,0.1725,6.8419,50.0,,1696.2
"[2007-12-19, 2007-12-25]",0.0,14.28375,56.0,78107.75,2007-12-24,187916.0,7573.0,26682.0,29128.0,72932.0,0.0,112.94921875,347713.5,2195561.5,-0.06,77.64375000000001,1162.0,,26210.5,-0.058,7.058333333333334,143.0,,2671.3333333333335
"[2007-12-26, 2008-01-01]",0.0,14.735,21.5,70647.25,2007-12-31,191024.0,6787.0,29581.0,27829.0,73150.0,0.0,112.52734375,294910.0,2138737.25,-0.8599999999999999,76.67875000000001,3887.0,,32952.25,-0.1335,6.991625,190.25,,3179.75
"[2008-01-02, 2008-01-08]",0.0,15.356399999999999,89.8,58286.2,2008-01-08,213535.0,7946.0,38014.0,28965.0,79176.0,0.0,114.80625,1065731.6,2215126.0,-0.58,76.014,3385.0,,34682.0,0.006999999999999992,6.9723,143.0,,3399.2
"[2008-01-09, 2008-01-15]",0.0,16.142000000000003,80.6,41904.2,2008-01-15,226925.0,8703.0,41348.0,28297.0,82260.0,0.0,115.4625,1154294.8,2339194.2,-0.46,75.97200000000001,3379.2,,37156.0,-0.05199999999999999,6.9014,72.0,,3289.2
"[2008-01-16, 2008-01-22]",0.0,15.97625,8.5,620.25,2008-01-22,228778.0,7780.0,45197.0,29490.0,84472.0,0.0,116.76953125,1523717.0,2468131.25,0.8799999999999999,76.536,5147.6,,37498.2,0.274,7.168699999999999,332.6,,3243.6
"[2008-01-23, 2008-01-29]",0.0,16.4076,208.2,680.0,2008-01-29,234250.0,6104.0,44438.0,29126.0,86172.0,0.0,117.090625,1546733.2,2582218.0,-0.8749999999999999,75.985,2833.6,,36591.6,0.0895,7.227500000000001,397.4,,2456.8
"[2008-01-30, 2008-02-05]",0.0,16.750000000000004,27057.4,80608.2,2008-02-05,234465.0,5173.0,45611.0,30124.0,88501.0,0.0,116.803125,1253967.0,2545635.8,0.6199999999999989,75.549,5312.8,,45016.6,0.44249999999999995,7.5339,355.0,,1972.5
"[2008-02-06, 2008-02-12]",0.0,17.031,28837.8,78247.4,2008-02-12,242449.0,5195.0,49190.0,30262.0,91873.0,0.0,117.028125,1189694.8,2558647.6,0.16500000000000004,76.685,3199.8,,39822.8,0.05499999999999999,7.8069999999999995,0.0,,2468.5
"[2008-02-13, 2008-02-19]",0.0,17.3085,31810.5,72960.25,2008-02-19,245791.0,5495.0,48892.0,30356.0,95337.0,0.0,116.3203125,1385144.25,2589617.75,-0.37499999999999994,76.28699999999999,2345.6,,37567.8,-0.03900000000000001,7.736700000000001,4.0,,3304.25
"[2008-02-20, 2008-02-26]",0.0,18.110000000000003,37672.4,58281.0,2008-02-26,219587.0,3855.0,48348.0,24206.0,89819.0,0.0,115.971875,1574110.8,2487668.2,-1.285,75.56400000000001,3560.8,,40659.0,-0.15649999999999997,7.7754,6.8,,4264.0
"[2008-02-27, 2008-03-04]",0.0,19.68025,37213.5,11865.75,2008-03-04,221282.0,3365.0,44141.0,24362.0,88269.0,0.0,117.834375,965843.8,2401136.0,-1.095,73.84400000000001,3240.0,,36067.2,0.35650000000000004,7.7435,43.4,,3323.2
"[2008-03-05, 2008-03-11]",0.0,20.0696,568.4,962.8,2008-03-11,218459.0,3723.0,41260.0,24271.0,86991.0,0.0,118.928125,94220.6,2269772.4,-0.405,73.177,10436.6,,50535.2,-0.095,7.9679,32.6,,2375.6666666666665
"[2008-03-12, 2008-03-18]",0.0,20.1872,108.0,16725.0,2008-03-18,219284.0,4082.0,42261.0,24012.0,86497.0,0.0,120.521875,25258.6,2199288.8,-1.9859999999999998,71.7586,7629.2,,57485.4,0.29350000000000004,7.961,23.5,,2057.5
"[2008-03-19, 2008-03-25]",0.0,17.50725,177.75,80343.25,2008-03-25,204456.0,5281.0,31183.0,24857.0,79766.0,0.0,119.6875,324002.5,2116342.0,-0.74,72.6635,3870.25,,32739.75,0.13999999999999999,8.303125000000001,3.25,,839.75
"[2008-03-26, 2008-04-01]",0.0,17.7778,58.6,77971.0,2008-04-01,197288.0,3529.0,29028.0,24242.0,77165.0,0.0,118.478125,818727.2,2065745.6,0.2749999999999999,72.23100000000001,4670.8,,42145.2,-0.05450000000000003,8.2068,1.6,,1147.0
"[2008-04-02, 2008-04-08]",0.0,17.6156,38.6,71776.8,2008-04-08,199725.0,3992.0,29035.0,25375.0,77043.0,0.0,117.621875,800597.6,2054662.0,-0.43499999999999994,72.509,2623.0,,41817.6,-0.22150000000000003,7.9413,0.6,,1229.6
"[2008-04-09, 2008-04-15]",0.0,17.8898,16.0,50582.2,2008-04-15,204091.0,3609.0,29434.0,25247.0,77612.0,0.0,117.853125,843249.6,2076452.2,-0.23999999999999996,72.20500000000001,4306.0,,42880.8,0.1385,7.987900000000001,0.0,,804.8
"[2008-04-16, 2008-04-22]",0.0,17.8868,0.0,92.8,2008-04-22,208635.0,3754.0,31240.0,27325.0,80063.0,0.0,116.346875,905833.6,2078854.6,-0.75,71.849,8841.0,,43134.2,-0.31500000000000006,7.890799999999999,0.0,,684.2
